session_title,session_abbreviation,session_type,session_topic,session_date,session_time_start,session_time_end,session_location,session_details,session_chair,abstract_title,abstract_time_start,abstract_time_end,authors,abstract_status,abstract_sort_order
"Evolved Stars, Cataclysmic Variables, and Novae Poster Session",239,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,An Almost Complete Radio Survey of Magnetic Cataclysmic Variables,5:30 PM,6:30 PM,C. A. Dieck*; P. E. Barrett; A. J. Beasley; K. P. Singh; D. A. Boboltz; P. Godon; P. A. Mason,Sessioned,6
"Evolved Stars, Cataclysmic Variables, and Novae Poster Session",239,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Revisiting the HST Fine Guidance Sensor Parallax of SS Cygni,5:30 PM,6:30 PM,T. E. Harrison*; B. McArthur,Sessioned,7
"Evolved Stars, Cataclysmic Variables, and Novae Poster Session",239,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,"FUSE and HST FUV Spectroscopic Analysis of the Old Novae V533 Her, DI Lac and RR Pic",5:30 PM,6:30 PM,E. M. Sion*; J. J. Ruby; P. Godon,Sessioned,8
"Evolved Stars, Cataclysmic Variables, and Novae Poster Session",239,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,"The Evolutionary Behavior of Old Novae in their Quiescent Stage: DN Gem, T Aur and HR Lyr",5:30 PM,6:30 PM,A. M. Findlay*; J. Gropp; C. Hause; E. M. Sion,Sessioned,9
"Evolved Stars, Cataclysmic Variables, and Novae Poster Session",239,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Optical Spectroscopy of the Classical Novae V339 Del (2013) and V5668 Sgr (2015 No. 2),5:30 PM,6:30 PM,R. Wagner*; C. E. Woodward; S. Starrfield; I. Ilyin; K. G. Strassmeier; K. Page; J. P. Osborne; A. P. Beardmore,Sessioned,10
"Evolved Stars, Cataclysmic Variables, and Novae Poster Session",239,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Simultaneous Photometry and Spectroscopy of the Deeply Absorbing Polar MASTER OT J132104.04+560957.8,5:30 PM,6:30 PM,T. Hoyt*; C. Littlefield; P. M. Garnavich,Sessioned,11
"Evolved Stars, Cataclysmic Variables, and Novae Poster Session",239,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Strong [Fe X] Emission and Deep Optical Eclipses of the Classical Nova V5593 Sgr 2012 No. 5,5:30 PM,6:30 PM,S. Starrfield*; R. Wagner; F. M. Walter; C. E. Woodward; G. Schwarz; J. Krautter,Sessioned,12
"Evolved Stars, Cataclysmic Variables, and Novae Poster Session",239,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,HST Observations of the Ejecta of Recurrent Nova T Pyxidis,5:30 PM,6:30 PM,S. S. Lawrence*; J. L. Sokoloski; A. P. Crotts,Sessioned,13
"Evolved Stars, Cataclysmic Variables, and Novae Poster Session",239,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Towards Bayesian Machine Learning for Estimating Parameters of Accretion Disk Models for SPH Simulations,5:30 PM,6:30 PM,A. Goel*; M. Montgomery; P. Wiegand,Sessioned,14
Galaxy Clusters Poster Session,235,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,SED Fitting of Virgo Cluster Galaxies and Evidence for Enhanced Star Formation due to Accretion,5:30 PM,6:30 PM,L. Fulmer*; J. D. Kenney; L. O. Edwards,Sessioned,1
Galaxy Clusters Poster Session,235,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Gas Sloshing in the Rich Cluster A2204: Putting Constraints on the Properties of the Magnetized Hot Plasma,5:30 PM,6:30 PM,C. Jones*; H. Chen; Z. Li; F. Andrade-Santos; J. Zuhone,Sessioned,2
Galaxy Clusters Poster Session,235,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,A Cosmic Train Wreck: JVLA Radio Observations of the HST Frontier Fields Cluster Abell 2744,5:30 PM,6:30 PM,C. Pearce*; R. J. Van Weeren; C. Jones; W. R. Forman; G. A. Ogrean; F. Andrade-Santos; R. P. Kraft; W. Dawson; M. Brüggen; E. Roediger; E. Bulbul; T. Mroczkowski,Sessioned,3
Galaxy Clusters Poster Session,235,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,A Census of Star Formation and Active Galactic Nuclei Populations in Abell 1689,5:30 PM,6:30 PM,L. H. Jones*; D. W. Atlee,Sessioned,4
Galaxy Clusters Poster Session,235,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,A Mid-IR Investigation of the GMBCG Catalogue using WISE,5:30 PM,6:30 PM,J. Runge*; H. Yan,Sessioned,6
Galaxy Clusters Poster Session,235,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,H-alpha Imaging Survey of Low-Redshift Cluster Dwarf Galaxies,5:30 PM,6:30 PM,W. Barkhouse*; S. Kalawila; C. Rude; M. Sultanova; H. N. Archer; G. Foote,Sessioned,7
Galaxy Clusters Poster Session,235,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Using Herschel Far-Infrared Photometry to Constrain Star Formation Rates in CLASH Cluster Galaxies,5:30 PM,6:30 PM,R. L. Larson*; M. Postman; K. Fogarty,Sessioned,8
Galaxy Clusters Poster Session,235,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Intracluster Light in Galaxy Groups and Clusters,5:30 PM,6:30 PM,T. DeMaio*; A. Gonzalez; A. I. Zabludoff; D. F. Zaritsky,Sessioned,9
Galaxy Clusters Poster Session,235,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Systematic Uncertainties in Characterizing Cluster Outskirts: The Case of Abell 133,5:30 PM,6:30 PM,J. Paine*; G. A. Ogrean; P. Nulsen; D. Farrah,Sessioned,10
Galaxy Clusters Poster Session,235,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Quantifying peculiarity of cluster galaxies and their kinematic features,5:30 PM,6:30 PM,S. Oh*; H. Jeong; Y. Sheen; S. Yi,Sessioned,11
Galaxy Clusters Poster Session,235,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Searching for Galaxy Overdensities in the Fields of 10 z>6 Quasars,5:30 PM,6:30 PM,J. C. Bradli*; F. Walter; B. Venemans; R. Decarli; L. Zschaechner,Sessioned,12
Galaxy Clusters Poster Session,235,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,The Importance of Compact Group Environments Over Cosmic Time,5:30 PM,6:30 PM,C. Wiens*; K. E. Johnson; T. Wenger; L. Xiao,Sessioned,13
Galaxy Clusters Poster Session,235,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,The Galaxy Cluster Environments of Wide Angle Tail Radio Sources,5:30 PM,6:30 PM,E. Douglass*; E. L. Blanton; S. W. Randall; T. E. Clarke; J. Wing,Sessioned,14
Galaxy Clusters Poster Session,235,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Using Strong Gravitational Lensing to Identify Fossil Group Progenitors,5:30 PM,6:30 PM,L. Johnson*; J. Irwin; R. E. White,Sessioned,15
Galaxy Clusters Poster Session,235,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Cluster Dynamical Mass from Magellan Multi-Object Spectroscopy for SGAS Clusters,5:30 PM,6:30 PM,K. Murray*; K. Sharon; T. Johnson; D. Gifford; M. Gladders; M. Bayliss; M. Florian; J. R. Rigby; C. J. Miller,Sessioned,16
Galaxy Clusters Poster Session,235,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Sunyaev-Zel'dovich pressure profiles and masses of infrared-selected galaxy clusters,5:30 PM,6:30 PM,B. Fuzia*; K. Huffenberger; N. Mehrtens; C. J. Papovich,Sessioned,17
Galaxy Clusters Poster Session,235,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Cluster Position Angle Alignments in the CLASH Survey,5:30 PM,6:30 PM,M. McIntosh*; R. de Propris; M. West,Sessioned,18
K-12 Education and Public Outreach Poster Session,246,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Cosmic Concepts: A Video Series for Scaffolded Learning,5:30 PM,6:30 PM,B. Eisenhamer*; F. Summers; J. Maple,Sessioned,1
K-12 Education and Public Outreach Poster Session,246,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Distributing Sloan Digital Sky Survey Plates and Posters as Interactive Teaching Tools,5:30 PM,6:30 PM,D. Skinner*; K. Meredith; K. Masters; N. MacDonald,Sessioned,2
K-12 Education and Public Outreach Poster Session,246,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Authentic Research in the Classroom: NITARP Teachers Connect Astronomy with NGSS.,5:30 PM,6:30 PM,L. Pruett*; J. Gibbs; R. Palmer; D. Young; V. Gorjian,Sessioned,3
K-12 Education and Public Outreach Poster Session,246,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,BiteScis: Connecting K-12 teachers with science graduate students to produce lesson plans on modern science research,5:30 PM,6:30 PM,C. Battersby*,Sessioned,4
K-12 Education and Public Outreach Poster Session,246,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,NITARP: Effects on Student Participants,5:30 PM,6:30 PM,R. Sanchez*; C. Odden; G. Hall; L. M. Rebull,Sessioned,5
K-12 Education and Public Outreach Poster Session,246,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Examples from Astronomy for High School Physics,5:30 PM,6:30 PM,S. Dieterich*,Sessioned,6
K-12 Education and Public Outreach Poster Session,246,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Active Astronomy Roadshow Haiti,5:30 PM,6:30 PM,S. Laycock*; K. Oram; D. Alabre; R. Douyon,Sessioned,7
K-12 Education and Public Outreach Poster Session,246,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Enriching Cross Cirriculum Projects with Astronomy for Gifted Students,5:30 PM,6:30 PM,D. L. Burris*,Sessioned,8
K-12 Education and Public Outreach Poster Session,246,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Skynet Junior Scholars: Bringing Astronomy to Deaf and Hard of Hearing Youth,5:30 PM,6:30 PM,K. Meredith*; K. Williamson; C. Gartner; V. L. Hoette; S. Heatherly,Sessioned,9
K-12 Education and Public Outreach Poster Session,246,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Skynet Junior Scholars: From Idea to Enactment--Tales from the Trenches II Implementation with Blind and Low Vision Youth,5:30 PM,6:30 PM,J. Beasley*; T. Fahlberg; V. L. Hoette; T. Mekeel; K. Meredith; K. Williamson; B. C. Hoette,Sessioned,10
K-12 Education and Public Outreach Poster Session,246,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Sharing Gravity’s Microscope: Star Formation and Galaxy Evolution for Underserved Arizonans,5:30 PM,6:30 PM,K. A. Knierman*; J. A. Monkiewicz; C. D. Bowman; W. Taylor,Sessioned,11
K-12 Education and Public Outreach Poster Session,246,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Foundations in Science and Mathematics Program for Middle School and High School Students,5:30 PM,6:30 PM,K. M. Desai*; J. Yang; J. Hemann,Sessioned,12
K-12 Education and Public Outreach Poster Session,246,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,The NASA/IPAC Teacher Archive Research Program (NITARP): Updates,5:30 PM,6:30 PM,L. M. Rebull*; V. Gorjian ; G. K. Squires,Sessioned,13
Laboratory Astrophysics - Atoms and Plasmas Poster Session,244,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,"Ne+, Ne2+, Ar+, and Ar2+ fine-structure electron-impact excitation data for applications in ultra low temperature plasmas",5:30 PM,6:30 PM,Y. LI*; Q. Wang; J. Pearce; M. Pindzola; S. Loch; P. C. Stancil; R. Cumbee; C. Ballance,Sessioned,1
Laboratory Astrophysics - Atoms and Plasmas Poster Session,244,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Intensity and Energy Level Analysis of the Vacuum Ultraviolet Spectrum of Four Times Ionize Nickel (Ni V),5:30 PM,6:30 PM,J. W. Ward*; G. Nave,Sessioned,2
Laboratory Astrophysics - Atoms and Plasmas Poster Session,244,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,"New Rovibrationally-resolved Photodissociation Cross Sections of NH, SH+, and SiO for UV Irradiated Environments",5:30 PM,6:30 PM,B. McLaughlin*; P. C. Stancil; E. McMillan; G. Shen; J. McCann,Sessioned,3
Laboratory Astrophysics - Atoms and Plasmas Poster Session,244,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Rovibrational CO analysis in PDR models,5:30 PM,6:30 PM,P. C. Stancil*; R. Cumbee; Z. Zhang; K. M. Walker; B. Yang; G. J. Ferland,Sessioned,4
Laboratory Astrophysics - Atoms and Plasmas Poster Session,244,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Rovibrationally inelastic scattering of CN-H2: Full-dimensional close-coupling study,5:30 PM,6:30 PM,B. Yang*; X. Wang; P. Stancil; J. Bowman; B. Naduvalath; R. C. Forrey,Sessioned,5
Laboratory Astrophysics - Atoms and Plasmas Poster Session,244,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,"Ritz wavelengths of Fe I, Si II and Ni II for quasar absorption spectroscopy",5:30 PM,6:30 PM,G. Nave*,Sessioned,6
Laboratory Astrophysics - Atoms and Plasmas Poster Session,244,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Hyperfine structure constants of singly ionized manganese obtained from analysis of Fourier Transform spectra,5:30 PM,6:30 PM,K. Townley-Smith*; G. Nave,Sessioned,7
Laboratory Astrophysics - Atoms and Plasmas Poster Session,244,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Non-LTE Analysis of Interstellar Line Spectra of SiO,5:30 PM,6:30 PM,Z. Zhang*; P. C. Stancil,Sessioned,8
Laboratory Astrophysics - Atoms and Plasmas Poster Session,244,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Improved Co I log(gf) & hfs data and Abundance Determinations in the Photospheres of the Sun & Metal-poor Star HD 84937,5:30 PM,6:30 PM,J. E. Lawler*; C. Sneden; J. J. Cowan,Sessioned,9
Laboratory Astrophysics - Atoms and Plasmas Poster Session,244,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,New dielectronic recombination rates including below-threshold resonances for Li-like and Be-like systems,5:30 PM,6:30 PM,Q. Wang*; C. Ballance; M. Pindzola; R. K. Smith; A. Foster; J. C. Raymond; C. Favreau; J. Lauridson; S. Loch,Sessioned,10
Laboratory Astrophysics - Atoms and Plasmas Poster Session,244,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,The Role of Uncertainties in Atomic Data and Their Effect on Plasma Diagnostics,5:30 PM,6:30 PM,Z. Yang*; M. Pindzola; R. K. Smith; A. Foster; C. Ballance; R. Sutherland; S. Loch,Sessioned,11
Majors and Graduate Student Education and Professional Development Poster Session,247,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,The Lowell Observatory Predoctoral Scholar Program,5:30 PM,6:30 PM,G. van Belle*; L. A. Prato,Sessioned,1
Majors and Graduate Student Education and Professional Development Poster Session,247,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,A Community of Scientists and Educators: The Compass Project at UC Berkeley,5:30 PM,6:30 PM,N. Roth*; J. Schwab,Sessioned,2
Majors and Graduate Student Education and Professional Development Poster Session,247,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,The National Astronomy Consortium Summer Student Research Program at NRAO-Socorro: Year 2 structure,5:30 PM,6:30 PM,E. A. Mills*; K. Sheth; F. Giles; L. M. Perez; D. Arancibia; S. Burke-Spolaor,Sessioned,3
Majors and Graduate Student Education and Professional Development Poster Session,247,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,AstroCom NYC: A National Model for Urban Minority Engagement,5:30 PM,6:30 PM,T. Paglione*; S. Ford; D. Robbins; M. Mac Low; M. A. Agueros,Sessioned,4
Majors and Graduate Student Education and Professional Development Poster Session,247,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Indiana University's Innovative Recruitment Initiative: Getting You into IU,5:30 PM,6:30 PM,K. M. Desai*; Y. Treviño; D. L. Daleke; B. M. Finlay; R. C. Winkle,Sessioned,5
Majors and Graduate Student Education and Professional Development Poster Session,247,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Capacity Building in South African Astronomy and Astrophysics,5:30 PM,6:30 PM,C. H. McGruder*; P. Dunsby; P. Whitelock; L. Norris; K. Assamagan; J. Holbrook; N. Imara; H. Oluseyi; T. Medupe,Sessioned,6
Majors and Graduate Student Education and Professional Development Poster Session,247,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Astronomy education and the Astrophysics Source Code Library,5:30 PM,6:30 PM,A. Allen*; R. J. Nemiroff,Sessioned,7
Majors and Graduate Student Education and Professional Development Poster Session,247,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Utilizing the AAVSO’s Variable Star Index (VSX) In Undergraduate Research Projects,5:30 PM,6:30 PM,K. Larsen*,Sessioned,8
Majors and Graduate Student Education and Professional Development Poster Session,247,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,CAMPARE and Cal-Bridge: Two Institutional Networks Increasing Diversity in Astronomy,5:30 PM,6:30 PM,A. L. Rudolph*; C. D. Impey; T. A. Smecker-Hane,Sessioned,9
Majors and Graduate Student Education and Professional Development Poster Session,247,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Methods of Scientific Research: Teaching Scientific Creativity at Scale,5:30 PM,6:30 PM,D. Robbins*; K. S. Ford,Sessioned,10
Majors and Graduate Student Education and Professional Development Poster Session,247,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Building Better Bridges: An Evaluation of The Bridge to the Ph.D. Program,5:30 PM,6:30 PM,R. E. Sanderson*; C. Lobel; M. A. Agueros; V. Anderson; S. Ash; V. Purdie-Vaughns; R. Romero-Canyas; E. Walker,Sessioned,11
Majors and Graduate Student Education and Professional Development Poster Session,247,Poster Session,,06-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,The Undergraduate Research Resources at the Pisgah Astronomical Research Institute,5:30 PM,6:30 PM,J. D. Cline*; M. W. Castelaz,Sessioned,12
